Id,Afrikaans,AfrikaansIPA,English
2815,"draagbaar","/drˈɑːxbɑːr/","1. stretcher❄2. litter, strecher"
2816,"draai","/drˈɑɪ/","turn"
2817,"dragtig","/drˈɐxtəx/","pregnant, with young"
2818,"drama","/drˈɑːmɐ/","drama"
2819,"dreigement","/drˌɛɪxəmˈɛnt/","menace, threat"
2820,"drie","/drˈi/","three"
2821,"dringend","/drˈəŋənt/","pressing, urgent"
2822,"drink","/drˈəŋk/","drink, drink to excess"
2823,"drinkpan","/drˈəŋkpɐn/","bar, pub"
2824,"dromedaris","/drˌʊəmiədˈɑːrəs/","dromedary"
2825,"dronk","/drˈɔŋk/","drunk, intoxicated"
2826,"droog","/drˈʊəx/","dry"
2827,"droogte","/drˈʊəxtə/","dryness"
2828,"druif","/drˈøyf/","grape"
2829,"druk","/drˈœk/","press, oppress, squeeze"
2830,"drup","/drˈœp/","drip"
2831,"dryf","/drˈɛɪf/","1. drift, be adrift❄2. float❄3. swim❄4. chase, drive, drive on, impel, shoo❄5. actuate"
2832,"duidelik","/dˈøydələk/","clearly"
2833,"duim","/dˈøym/","thumb"
2834,"duisend","/dˈøysənt/","thousand, one thousand"
2835,"duister","/dˈøystər/","dark, dim"
2836,"duiwel","/dˈøyvəl/","devil"
2837,"dun","/dˈœn/","1. airy❄2. gaunt, lean, slender, thin"
2838,"durf","/dˈœrf/","courage"
2839,"dus","/dˈœs/","accordingly, consequently, so, subsequently, thus"
2840,"duur","/dˈyr/","1. dear, expensive, valuable❄2. costly, pricey"
2841,"dwarsdeur","/dwˈɐrsdøər/","across, throughout"
2842,"dwerg","/dwˈærx/","1. dwarf, midget❄2. pigmy"
2843,"dwing","/dwˈəŋ/","compel, force"
2844,"edel","/ˈiədəl/","noble"
2845,"edelweiss","/ˈiədəlvˌɛɪss/","edelweiss"
2846,"eed","/ˈiət/","oath"
2847,"eekhoring","/ˈiəkhʊərəŋ/","squirrel"
2848,"eekhorinkie","/ˈiəkhʊərˌəŋki/","squirrel"
2849,"een‐en‐twintig","/ˈiən ɛn twˈəntəx/","twenty‐one"
2850,"een","/ˈiən/","one"
2851,"eend","/ˈiənt/","duck"
2852,"eendag","/ˈiəndɐx/","at some time, ever, sometime"
2853,"eenheid","/ˈiənhɛɪt/","1. unity❄2. unit"
2854,"eensaam","/ˈiənsɑːm/","lonely, solitary"
2855,"eensaamheid","/ˈiənsɑːmhˌɛɪt/","isolation, separation"
2856,"een","/ˈiən/","twenty‐one"
2857,"eergister","/ˈiərxəstər/","the day before yesterday"
2858,"eerlik","/ˈiərlək/","above‐board, honest"
2859,"eers","/ˈiərs/","1. at some time, ever, sometime❄2. first, firstly, first of all"
2860,"eerskomende","/ˈiərskʊəməndə/","1. nearest, next❄2. close, near, nearby"
2861,"eerste","/ˈiərstə/","first"
2862,"eetkamer","/ˈiətkɑːmər/","dining‐room"
2863,"eetservies","/ˈiətsærfˌis/","crockery set"
2864,"eeu","/ˈiuː/","centennial, century"
2865,"effek","/ifˈɛk/","effect, impression"
2866,"effektief","/ifɛktˈif/","actual, real"
2867,"eggenoot","/ˈæxənˌʊət/","husband"
2868,"eggo","/ˈæxu/","echo"
2869,"egter","/ˈæxtər/","but, however, nevertheless, yet"
2870,"ei","/ˈɛɪ/","egg"
2871,"eie","/ˈɛɪə/","own, personal"
2872,"eienaar","/ˈɛɪənˌɑːr/","owner"
2873,"eienaardig","/ɛɪənˈɑːrdəx/","1. odd, peculiar, strange❄2. typical"
2874,"eiendomsagentskap","/ˈɛɪəndˌɔmsɐxˌɛntskɐp/","broker"
2875,"eierplant","/ˈɛɪərplˌɐnt/","brinjal, eggplant"
2876,"eiervrug","/ˈɛɪərfrˌœx/","aubergine, brinjal, eggfruit"
2877,"eik","/ˈɛɪk/","oak"
2878,"eiland","/ˈɛɪlɐnt/","island"
2879,"einde","/ˈɛɪndə/","end, ending"
2880,"eindeksamen","/ˈɛɪntɛksˌɑːmən/","leaving examination"
2881,"eindig","/ˈɛɪndəx/","1. accomodate, end, finish, terminate❄2. come to an end, end up, expire"
2882,"eintlik","/ˈɛɪntlək/","to tell the truth"
2883,"ekonomies","/ɛkunˈʊəmis/","economical"
2884,"eksamen","/ɛksˈɑːmən/","investigation, examination, test"
2885,"eksperiment","/ɛkspˌɛrimˈɛnt/","experiment"
2886,"ekstase","/ɛkstˈɑːsə/","ecstasy"
2887,"ekstra","/ˈɛkstrɐ/","additional, extra"
2888,"ekstreem","/ɛkstrˈiəm/","1. excessive, inordinate❄2. extreme"
2889,"eland","/ˈiəlɐnt/","1. eland❄2. elk, moose"
2890,"elders","/ˈældərs/","elsewhere"
2891,"elegant","/ɛləxˈɐnt/","elegant"
2892,"elegie","/ɛləxˈi/","elegy"
2893,"elektries","/ilˈɛktris/","electric"
2894,"elektrisiteit","/ilˌɛktrisitˈɛɪt/","electricity"
2895,"elektron","/ilˈɛktrɔn/","electron"
2896,"elementêr","/ɛləmɛntˈæːr/","elemental, elementary"
2897,"elf","/ˈælf/","1. eleven❄2. elf"
2898,"els","/ˈæls/","alder"
2899,"elsboom","/ˈælsbʊəm/","alder"
2900,"emigreer","/ɛməxrˈiər/","emigrate"
2901,"emosie","/imˈʊəsi/","1. affection❄2. emotion"
2902,"en","/ˈɛn/","and"
2903,"energie","/ɛnərxˈi/","energy"
2904,"enige","/ˈiənəxə/","1. a few, any, some❄2. whichever, whoever"
2905,"enige","/ˈiənəxə/","any time, momentarily"
2906,"enigiemand","/ˈiənəxˌimɐnt/","a, any, anybody, some, somebody, one, someone, some one"
2907,"enigiets","/ˈiənəxˌits/","anything, something"
2908,"enigste","/ˈiənəxstə/","alone, only, sole, solitary"
2909,"enkele","/ˈɛŋkələ/","a few, any, some"
2910,"enorm","/iənˈɔrəm/","1. enormous❄2. huge, immense"
2911,"ens.","/ˈɛnsʊəfˌʊərts/","etc."
2912,"ensovoorts","/ˈɛnsʊəfˌʊərts/","and so on, et cetera"
2913,"erediens","/ˈiərədˌins/","service, worship service"
2914,"erf","/ˈærf/","inherit"
2915,"erg","/ˈærx/","important, serious"
2916,"erken","/ærkˈɛn/","acknowledge, confirm, corroborate"
2917,"ernstig","/ˈærənstəx/","important, serious"
2918,"ertjie","/ˈærci/","pea"
2919,"ervare","/ærfˈɑːrə/","accomplished, adept, experienced, expert"
2920,"ervaring","/ærfˈɑːrəŋ/","experience"
2921,"esel","/ˈiəsəl/","ass, donkey"
2922,"esperantis","/ˌɛspərˈɐntəs/","Esperantist"
2923,"ete","/ˈiətə/","meal"
2924,"evolusie","/ˌɛvɔlˈysi/","development, evolution"
2925,"ewe","/ˈiəvə/","1. alike, all the same, equally❄2. a while, momentarily❄3. a few minutes, a moment❄4. likewise"
2926,"ewig","/ˈiəvəx/","1. eternal❄2. for ever, forever"
2927,"fabriek","/fɐbrˈik/","factory"
2928,"familie","/fɐmˈili/","family"
2929,"familielid","/fɐmˈililˌət/","relative"
2930,"fase","/fˈɑːsə/","phase, stage"
2931,"fasiliteer","/fɐsəlitˈiər/","facilitate"
2932,"fassineer","/fˌɐsinˈiər/","fascinate"
2933,"fee","/fˈiə/","fairy"
2934,"feit","/fˈɛɪt/","fact"
2935,"feodaal","/fˈiəʊədˌɑːl/","feudal"
2936,"ferm","/fˈærəm/","1. firm, robust, sturdy❄2. solid"
2937,"fiets","/fˈits/","bike, cycle, bicycle"
2938,"fietsry","/fˈitsrɛɪ/","cycle"
2939,"fiks","/fˈəks/","healthy, well"
2940,"film","/fˈələm/","film, motion picture, movie"
2941,"firma","/fˈərmɐ/","company, firm"
2942,"flard","/flˈɐrt/","rag, scrap"
2943,"fliek","/flˈik/","go to the cinema, go to the movies"
2944,"fliekhuis","/flˈikhøys/","cinema, movie theatre"
2945,"flikker","/flˈəkər/","flare, flare up"
2946,"floreer","/flurˈiər/","be succesful, prosper"
2947,"flou","/flˈəʊ/","faint, swoon"
2948,"fluit","/flˈøyt/","flute"
2949,"fonds","/fˈɔnts/","fund"
2950,"fooitjie","/fˈʊɪci/","tip"
2951,"forel","/furˈæl/","trout"
2952,"formeel","/fɔrmˈiəl/","formal"
2953,"fossiel","/fɔsˈil/","fossil"
2954,"foto","/fˈʊətu/","photograph"
2955,"fout","/fˈəʊt/","aberration, error, mistake"
2956,"framboos","/frˈɐmbʊəs/","raspberry"
2957,"funksie","/fˈœŋksi/","function"
2958,"gaaf","/xˈɑːf/","1. good, nice, okay❄2. fine, very well"
2959,"gaan","/xˈɑːn/","go"
2960,"gaan","/xˈɑːn/","halt, come to a halt, stop"
2961,"gade","/xˈɑːdə/","wife"
2962,"galery","/xɐlərˈɛɪ/","gallery"
2963,"gans","/xˈɐns/","goose"
2964,"garage","/ɡərˈɑːdʒ/","garage"
2965,"garnaal","/xɐrnˈɑːl/","prawn"
2966,"gas","/xˈɐs/","1. gas❄2. guest"
2967,"gasvry","/xˈɐsfrɛɪ/","hospitable"
2968,"gasvryheid","/xˈɐsfrɛɪhˌɛɪt/","hospitality"
2969,"gat","/xˈɐt/","hole"
2970,"geadresseerde","/xəɐdrɛsˈiərdə/","addressee"
2971,"geag","/xəˈɐx/","dear"
2972,"gebed","/xəbˈɛt/","prayer"
2973,"gebeur","/xəbˈøər/","come about, happen, occur"
2974,"gebeurtenis","/xəbˈøərtənˌəs/","1. event, occasion, occurence, opportunity❄2. chance"
2975,"gebied","/xəbˈit/","1. area❄2. region"
2976,"geboorte","/xəbˈʊərtə/","birth"
2977,"gebou","/xəbˈəʊ/","building"
2978,"gebruik","/xəbrˈøyk/","1. custom, habit, way❄2. employ, use, make use of"
2979,"gebruiker","/xəbrˈøykər/","user"
2980,"gedaante","/xədˈɑːntə/","form, shape"
2981,"gedagte","/xədˈɐxtə/","thought"
2982,"gedeelte","/xədˈiəltə/","part, Parthian, share"
2983,"gedeeltelik","/xədˈiəltələk/","partially, partly"
2984,"gedek","/xədˈæk/","pregnant, with young"
2985,"gedig","/xədˈəx/","poem"
2986,"gedra","/xədrˈɑː/","behave, conduct oneself"
2987,"geduld","/xədˈœlt/","patience"
2988,"geduldig","/xədˈœldəx/","patient"
2989,"gedurende","/xədˈyrəndə/","for, during, whereas, while, whilst"
2990,"gee","/xˈiə/","give"
2991,"geel","/xˈiəl/","yellow"
2992,"geen","/xˈiən/","no"
2993,"gees","/xˈiəs/","1. soul❄2. ghost, phantom❄3. fairy❄4. intellect, mind❄5. spirit"
2994,"geesdrif","/xˈiəsdrəf/","alacrity, enthusiasm"
2995,"geesdriftig","/xiəsdrˈəftəx/","enthusiastic"
2996,"geheim","/xəhˈɛɪm/","secret"
2997,"gehoorsaam","/xəhˈʊərsɑːm/","obey"
2998,"geld","/xˈælt/","money"
2999,"geldstuk","/xˈæltstœk/","coin"
3000,"geleentheid","/xəlˈiənthɛɪt/","chance, event, occurence, opportunity"
3001,"geliefde","/xəlˈifdə/","1. lover❄2. beloved, loved one, sweetheart, well‐beloved"
3002,"geluk","/xəlˈœk/","1. luck❄2. happiness"
3003,"gelukkig","/xəlˈœkəx/","fortunate, happy"
3004,"gelukkig","/xəlˈœkəx/","be lucky, have good luck"
3005,"gelykheid","/xəlˈɛɪkhɛɪt/","draw, equality"
3006,"gemiddeld","/xəmˈədəlt/","average, mean, middle"
3007,"genealogie","/xiəniˌɐluxˈi/","family tree, genealogy, pedigree"
3008,"genealogies","/xiəniɐlˈʊəxis/","genealogical"
3009,"genealoog","/xiəniɐlˈʊəx/","genealogist"
3010,"geneig","/xənˈɛɪx/","inclined"
3011,"generaal","/xənərˈɑːl/","general"
3012,"generasie","/xənərˈɑːsi/","generation"
3013,"geniet","/xənˈit/","1. be glad, enjoy, rejoice❄2. delight in"
3014,"genoeg","/xənˈux/","enough, sufficient"
3015,"genot","/xənˈɔt/","fun, pleasure"
3016,"genre","/ʒˈɑ̃nrə/","genre"
3017,"geografies","/xˌiuxrˈɑːfis/","geographic, geographical"
3018,"geparenteer","/xəpˌɑːrəntˈiər/","affined, akin, related"
3019,"geraamte","/xərˈɑːmtə/","skeleton"
3020,"gereed","/xərˈiət/","finished, ready, through"
3021,"geregtigheid","/xərˈæxtəxˌɛɪt/","justice, righteousness"
3022,"gereëld","/xərˈiəlt/","regularly"
3023,"gerieflik","/xərˈiflək/","comfortable"
3024,"geruime","/xərˈøymə/","a long time, for a long time, long"
3025,"gerus","/xərˈœs/","politeness particle"
3026,"gesag","/xəsˈɐx/","1. authority❄2. glamor, glamour, prestige"
3027,"gesels","/xəsˈæls/","speak, talk"
3028,"gesig","/xəsˈəx/","1. expression❄2. face"
3029,"gesin","/xəsˈən/","family"
3030,"gesins‐","/xəsˈəns/","domestic"
3031,"geskei","/xəskˈɛɪ/","divorced"
3032,"geskenk","/xəskˈɛŋk/","gift, present"
3033,"geskie","/xəskˈi/","come about, happen, occur"
3034,"geskiedenis","/xəskˈidənəs/","story, history"
3035,"geskikt","/xəskˈəkt/","1. appropriate, becoming, seemly, suitable❄2. convenient, handy, opportune❄3. of use"
3036,"geskoolde","/xəskˈʊəldə/","able"
3037,"geslag","/xəslˈɐx/","1. generation❄2. sex"
3038,"geslaglys","/xəslˈɐxlɛɪs/","generation"
3039,"geslagregister","/xəslˈɐxrəxˌəstər/","generation"
3040,"gesond","/xəsˈɔnt/","healthy, well"
3041,"gesondheid","/xəsˈɔnthɛɪt/","health"
3042,"gespanne","/xəspˈɐnə/","strained"
3043,"gesprek","/xəsprˈæk/","conversation"
3044,"getroud","/xətrˈəʊt/","married"
3045,"geur","/xˈøər/","odor, odour, scent, smell"
3046,"geveg","/xəfˈæx/","action, battle, scuffle, struggle"
3047,"gevolglik","/xəfˈɔlxlˌək/","accordingly, consequently, so, subsequently, thus"
3048,"gevolgtrekking","/xəfˈɔlxtrækəŋ/","conclusion, inference"
3049,"geweldig","/xəvˈældəx/","enormous, huge, immense"
3050,"gewete","/xəvˈiətə/","conscience"
3051,"gewig","/xəvˈəx/","weight"
3052,"gewild","/xəvˈəlt/","popular"
3053,"gewoon","/xəvˈʊən/","common, ordinary, usual"
3054,"gewoond","/xəvˈʊənt/","accustom, be in the habit of"
3055,"gewoonlik","/xəvˈʊənlək/","ordinarily, usually"
3056,"gewoonte","/xəvˈʊəntə/","custom, habit, way"
3057,"geïnteresseerd","/xəəntrəsˈiərt/","gripped, interested"
3058,"gholf","/ɡˈɔlf/","golf"
3059,"gids","/xˈəts/","handbook, guide, guidebook"
3060,"gier","/xˈiːr/","vulture"
3061,"giet","/xˈit/","pour, scatter, shed"
3062,"giftig","/xˈəftəx/","poisonous"
3063,"gil","/xˈəl/","yell"
3064,"gimnastiek","/xəmnɐstˈik/","gymnastics"
3065,"ginder","/xˈəndər/","over there, yon, yonder"
3066,"ginds","/xˈənts/","over there, yon, yonder"
3067,"gister","/xˈəstər/","yesterday"
3068,"glad","/xlˈɐt/","not at all"
3069,"glas","/xlˈɐs/","glass"
3070,"gleuf","/xlˈøəf/","slot"
3071,"glimlag","/xlˈəmlɐx/","smile"
3072,"glo","/xlˈʊə/","account, accredit, believe, deem"
3073,"gly","/xlˈɛɪ/","glide, slip"
3074,"god","/xˈɔt/","god"
3075,"godsdiens","/xˈɔtsdins/","religion"
3076,"godsdienstig","/xɔtsdˈinstəx/","1. pious❄2. religious"
3077,"goed","/xˈut/","1. good, nice, okay❄2. well"
3078,"goedkoop","/xˈutkʊəp/","cheap, inexpensive"
3079,"goeiemiddag","/xˈuɪəmˌədɐx/","good afternoon"
3080,"goeiemôre","/xˈuɪəmˌɔːrə/","good morning"
3081,"goeienaand","/xˈuɪənˌɑːnt/","good evening"
3082,"goeienag","/xˈuɪənˌɐx/","good night"
3083,"gooi","/xˈɔɪ/","throw"
3084,"gordyn","/xɔrdˈɛɪn/","curtain"
3085,"gou","/xˈəʊ/","fast, quickly, swiftly"
3086,"goud","/xˈəʊt/","gold"
3087,"goudgeel","/xˈəʊtxiəl/","golden yellow"
3088,"goudmyn","/xˈəʊtmɛɪn/","gold‐mine"
3089,"goudvis","/xˈəʊtfəs/","goldfish"
3090,"goue","/xˈəʊə/","gold, golden"
3091,"gou","/xˈəʊ/","go fast, hurry, rush"
3092,"graad","/xrˈɑːt/","1. degree, grade❄2. heading, title"
3093,"graag","/xrˈɑːx/","willingly"
3094,"gram","/xrˈɐm/","gram, gramme"
3095,"grammatika","/xrɐmˈɐtikɐ/","grammar"
3096,"gras","/xrˈɐs/","grass"
3097,"grasgroen","/xrˈɐsxrun/","grass green"
3098,"gratis","/xrˈɑːtəs/","free"
3099,"grens","/xrˈẽns/","boundary, frontier, limit"
3100,"gretig","/xrˈiətəx/","acquisitive, eager, greedy"
3101,"griep","/xrˈip/","flu, grip, influenza"
3102,"grimeer","/xrəmˈiər/","make up"
3103,"grimering","/xrəmˈiərəŋ/","make up, make‐up"
3104,"groen","/xrˈun/","green"
3105,"groente","/xrˈuntə/","vegetable"
3106,"groep","/xrˈup/","group"
3107,"groet","/xrˈut/","1. greet, salute❄2. greeting"
3108,"grond","/xrˈɔːnt/","ground, soil"
3109,"grondwet","/xrˈɔntvɛt/","constitution"
3110,"groot","/xrˈʊət/","big, great, large"
3111,"grootmoeder","/xrˈʊətmudər/","grandmother"
3112,"grootouers","/xrˈʊətəʊərs/","grandparents"
3113,"grootte","/xrˈʊətə/","bulk, dimension, extend, size"
3114,"grootvader","/xrˈʊətfɑːdər/","grandfather"
3115,"grot","/xrˈɔt/","1. cave, grotto❄2. cavern, den"
3116,"groutjie","/xrˈəʊci/","ass, donkey"
3117,"gryp","/xrˈɛɪp/","clutch, grab, grasp, grip, seize"
3118,"grys","/xrˈɛɪs/","grey"
3119,"gunsteling‐","/xˈœnstələŋ/","advantageous, favourable"
3120,"haai","/hˈɑɪ/","shark"
3121,"haalbaar","/hˈɑːlbɑːr/","achievable"
3122,"haan","/hˈɑːn/","cock, rooster"
3123,"haar","/hˈɑːr/","1. her, to her❄2. his, its, their❄3. she"
3124,"haarkapper","/hˈɑːrkɐpər/","barber, hairdresser"
3125,"haas","/hˈɑːs/","1. haste❄2. hare❄3. go fast, hurry, rush"
3126,"haastig","/hˈɑːstəx/","1. hurried❄2. fast, quick, rapid, speedy, swift"
3127,"haat","/hˈɑːt/","hate"
3128,"hael","/hˈɑːl/","hail"
3129,"hakie","/hˈɑːki/","clamp, brace, bracket, parenthesis, staple"
3130,"halfbroer","/hˈɐlfbruːr/","half‐brother"
3131,"halfsuster","/hˈɐlfsœstər/","half‐sister"
3132,"hallo","/hˈəlˌəʊ/","hello"
3133,"hals","/hˈɐls/","neck"
3134,"hamburger","/hˈɐmbœrɡər/","hamburger"
3135,"hand","/hˈɐnt/","hand"
3136,"handel","/hˈɐndəl/","business, commerce, trade"
3137,"handelaar","/hˈɐndəlˌɑːr/","1. merchant❄2. businessman"
3138,"handlanger","/hˈɐntlɐŋər/","abetter, accessory, accomplice"
3139,"handtekening","/hˈɐntiəkənəŋ/","signature"
3140,"hang","/hˈɐŋ/","droop, hang"
3141,"hanteer","/hɐntˈiər/","handle, manipulate"
3142,"hap","/hˈɐp/","morsel, mouthful"
3143,"hard","/hˈɐrt/","loud"
3144,"hardloop","/hˈɐrtlʊəp/","run"
3145,"hare","/hˈɑːrə/","1. hair, hairs❄2. hers"
3146,"hart","/hˈɐrt/","heart"
3147,"hawe","/hˈɑːvə/","harbor, harbour, port"
3148,"heelal","/hˈiəlɐl/","universe"
3149,"heeltemal","/hˈiəltəmˌɐl/","at all, entirely, quite, wholly"
3150,"heerlik","/hˈiərlək/","1. agreeable, enjoyable, lovely, nice, pleasant❄2. delicious"
3151,"heide","/hˈɛɪdə/","heath"
3152,"heilig","/hˈɛɪləx/","sanctify"
3153,"heks","/hˈæks/","witch"
3154,"hel","/hˈæl/","hell"
3155,"held","/hˈælt/","hero"
3156,"helder","/hˈældər/","1. bright, clear, light❄2. distinct, plain"
3157,"heldhaftig","/hælthˈɐftəx/","heroic"
3158,"heldin","/hældˈən/","heroine"
3159,"hele","/hˈiələ/","entire, overall, whole"
3160,"helm","/hˈælm/","helmet"
3161,"help","/hˈælp/","1. abet, aid, assist, help❄2. accomodate"
3162,"hemel","/hˈiəməl/","heaven, sky"
3163,"hemp","/hˈɛmp/","shirt"
3164,"hen","/hˈɛn/","chicken, fowl"
3165,"hengel","/hˈɛŋəl/","fishing rod"
3166,"hengelaar","/hˈɛŋəlˌɑːr/","angler"
3167,"herdenking","/hærdˈɛŋkəŋ/","recollection"
3168,"herder","/hˈærdər/","shepherd"
3169,"herfs","/hˈærfs/","autumn"
3170,"herhaal","/hærhˈɑːl/","repeat"
3171,"herinnering","/hærˈənərəŋ/","memory, recollection"
3172,"herkoms","/hˈærkɔms/","1. lineage❄2. origin"
3173,"heroïen","/hiəruwˈin/","heroin"
3174,"heroïne","/hærˈʊəinə/","heroin"
3175,"hert","/hˈært/","deer"
3176,"heuning","/hˈøənəŋ/","honey"
3177,"heup","/hˈøəp/","hip"
3178,"hierbo","/hiːrbˈʊə/","above"
3179,"hierdie","/hˈirdi/","1. these❄2. this"
3180,"hierheen","/hˈiːrhiən/","here, hither, this way"
3181,"hiervandaan","/hˈiːrfɐndˌɑːn/","from here, hence"
3182,"higiënies","/hixiˈiənis/","hygienic"
3183,"hings","/hˈəŋs/","stallion"
3184,"hitte","/hˈətə/","heat"
3185,"hiëna","/hiˈiəiənɐ/","hyaena"
3186,"hoed","/hˈut/","hat"
3187,"hoekom","/hˈukɔm/","what for, wherefore, why"
3188,"hoender","/hˈunər/","1. chicken, hen❄2. fowl"
3189,"hoer","/hˈur/","hooker, whore"
3190,"hoerhuis","/hˈurhøys/","brothel"
3191,"hoes","/hˈus/","cough"
3192,"hoeveel","/hˈufiəl/","1. how many❄2. how much"
3193,"hoeveelste","/hˈufiəlstə/","how many, what number"
3194,"hoe","/hˈu/","how are you?, how do you do?"
3195,"hoe","/hˈu/","what time"
3196,"hoe","/hˈu/","how far"
3197,"hof","/hˈɔf/","court"
3198,"hok","/hˈɔk/","cage"
3199,"hokkie","/hˈɔki/","hockey"
3200,"hom","/hˈɔm/","him, to him"
3201,"hom","/hˈɔm/","interfere with"
3202,"hom","/hˈɔm/","think, think about, reflect on"
3203,"hond","/hˈɔnt/","dog"
3204,"honderd","/hˈɔnərt/","hundred, one hundred"
3205,"honger","/hˈɔŋər/","hungry"
3206,"honger","/hˈɔŋər/","be hungry"
3207,"hoofkwartier","/hˈʊəfkwɐrtˌiːr/","headquarters"
3208,"hoofpyn","/hˈʊəfpɛɪn/","headache"
3209,"hoofsaaklik","/hʊəfsˈɑːklək/","above all, especially, chiefly, mainly, principally"
3210,"hoofstad","/hˈʊəfstɐt/","1. metropolis❄2. capital, capital city"
3211,"hoofweg","/hˈʊəfvæx/","major road"
3212,"hoop","/hˈʊəp/","hope"
3213,"hoor","/hˈʊər/","1. hear❄2. find out, learn of"
3214,"horlosie","/hɔrlˈʊəsi/","watch"
3215,"horror","/hˈɔrɔr/","horror"
3216,"hospitaal","/hˈɔspitˌɑːl/","hospital"
3217,"hotel","/hutˈæl/","hotel"
3218,"hou","/hˈəʊ/","hang onto, hold"
3219,"houding","/hˈəʊdəŋ/","1. behavior, behaviour, conduct, deportment❄2. position❄3. attitude"
