id,poj_unicode,poj_input,kip_unicode,kip_input,abbreviations,noun_classifiers,reduplication,hoabun,english,synonym,cf,page_number,poj_normalized
207,ài-sioh,ai3-sioh,ài-sioh,ai3-sioh,N,,,愛惜,"love, special care",,,2,ai-sioh
208,ài-tài,ai3-tai3,ài-tài,ai3-tai3,V/N,,,愛戴,love and  respect (a person),,,2,ai-tai
209,âi,ai5,âi,ai5,I,,,咦,Ah! Aha! (surprise and suspicion),,,2,ai
210,âi--ià,ai5--ia3,âi--ià,ai5--ia3,I,,,啊呀,"Oh! Alas! Woe! (sadness, grief)",,,2,ai--ia
211,âi-ò/âi--oh,ai5-o3/ai5--oh,âi-ò/âi--oh,ai5-o3/ai5--oh,I,,,唉唷,"Oh! Ouch! (surprise, pain)",,,2,ai-o/ai--oh
212,āiⁿ,ainn7,āinn,ainn7,V,,,背(孩子),carry (a child) on the back,,,2,ai
213,āiⁿ-kin/āiⁿ-kun,ainn7-kin/ainn7-kun,āinn-kin/āinn-kun,ainn7-kin/ainn7-kun,N,,,襁巾,cloth for carrying (a child) on the back,,,2,ai-kin/ai-kun
214,ak,ak,ak,ak,V,,,淋澆,"water (flowers, vegetables)",,,2,ak
215,ak,ak,ak,ak,V,,,淋澆,flood (a paddy) with water,,,2,ak
216,ak,ak,ak,ak,V,,,淋澆,"drench (of rain watering flowers, etc)",,,2,ak
217,ak-chak,ak-chak,ak-tsak,ak-tsak,SV,,,齷齪,"in disorder, a mess",,,2,ak-chak
218,ak-chak,ak-chak,ak-tsak,ak-tsak,SV,,,心亂,upset (emotionally),,,2,ak-chak
219,ak chúi,ak chui2,ak tsuí,ak tsui2,VO,,,澆水,"water (plants), drench with water",,,2,ak chui
220,ak-chhiú,ak-chhiu2,ak-tshiú,ak-tshiu2,VO,,,握手,shake hands,,,2,ak-chhiu
221,ak-hō͘,ak-hoo7,ak-hōo,ak-hoo7,Vpass,,,淋雨,be drenched with rain,,,2,ak-ho
222,ak-hō͘,ak-hoo7,ak-hōo,ak-hoo7,VO,,,淋雨,drench with rain,,,2,ak-ho
223,ak-pûi,ak-pui5,ak-puî,ak-pui5,VO,,,施肥,drench with fertilizer or night-soil,,,2,ak-pui
224,ak-tâm,ak-tam5,ak-tâm,ak-tam5,RV,,,淋濕,drench,,,2,ak-tam
225,a̍k,ak8,a̍k,ak8,N,,,捲線筒,reel,,,2,ak
226,a̍k,ak8,a̍k,ak8,N,,,線軸,"bobbin, spool",,,2,ak
227,am,am,am,am,V,,,掩蓋,cover (sthg) completely (so that it cannot be seen),,,2,am
228,am,am,am,am,V,,,醃,pickle (in brine),,,2,am
229,am-bah,am-bah,am-bah,am-bah,VO,,,醃肉,pickle meat (in brine),,,2,am-bah
230,am-bah,am-bah,am-bah,am-bah,N,,,醃肉,pickled meat,,,2,am-bah
231,am-cham,am-cham,am-tsam,am-tsam,SV,,,骯髒/污穢,"dirty, filthy",,,2,am-cham
232,am-kng,am-kng,am-kng,am-kng,N,ê,,水缸,"crock, water jar",,,2,am-kng
233,am-koe,am-koe,am-kue,am-kue,N,châng,,越瓜,"oriental pickling melon, Cucumis melo var. cognomen form. albus",,,2,am-koe
234,am-koe,am-koe,am-kue,am-kue,N,châng,,庵瓜,Cucumis melo form. viridis,,,2,am-koe
235,am-khàm,am-kham3,am-khàm,am-kham3,V,,,掩蓋/隱瞞,"conceal, cover up, hide (crime), keep secret",,,2,am-kham
236,ám,am2,ám,am2,N,,,泔,rice-water,,,2,am
237,ám,am2,ám,am2,SV,,ám-ám,米湯,"watery, thin (liquid)",,,2,am
238,ám-bê/ám-môe/ám-moâi,am2-be5/am2-moe5/am2-moai5,ám-bê/ám-muê/ám-muâi,am2-be5/am2-mue5/am2-muai5,N,,,稀飯,rice gruel,,,2,am-be/am-moe/am-moai
239,àm,am3,àm,am3,SV,,,晚,late (at night),,,2,am
240,àm,am3,àm,am3,SV,,àm-àm,暗,dark (color),,,2,am
241,àm,am3,àm,am3,SV,,àm-àm/àm-bo̍k-bo̍k/àm-bong-bong/àm-sô-sô,暗,dark (night),,,2,am
242,àm-ba̍t,am3-bat8,àm-ba̍t,am3-bat8,SV,,,秘密,secret,,,2,am-bat
243,àm-bô͘,am3-boo5,àm-bôo,am3-boo5,V,,,陰謀,conspire,,,2,am-bo
244,àm-bô͘,am3-boo5,àm-bôo,am3-boo5,N,,,陰謀,conspiracy,,,2,am-bo
245,àm-bo̍k-bo̍k,am3-bok8-bok8,àm-bo̍k-bo̍k,am3-bok8-bok8,Svph,,,黑暗,very dark,,,2,am-bok-bok
246,àm-bong-sa,am3-bong-sa,àm-bong-sa,am3-bong-sa,V,,,摸索,grope (in darkness),,,2,am-bong-sa
247,àm-chēⁿ/àm-chīⁿ,am3-chenn7/am3-chinn7,àm-tsēnn/àm-tsīnn,am3-tsenn7/am3-tsinn7,Smod/pmod,,,暗中,secretly,,,2,am-che/am-chi
248,àm-chō͘,am3-choo7,àm-tsōo,am3-tsoo7,V,,,暗中幫助,secretly help,,,2,am-cho
249,àm-chông,am3-chong5,àm-tsông,am3-tsong5,V,,,暗藏,hide (sthg),,,2,am-chong
250,àm-gú,am3-gu2,àm-gú,am3-gu2,N,,,暗語,"secret language, code",,,2,am-gu
251,àm-gú,am3-gu2,àm-gú,am3-gu2,N,,,暗語,password,,,2,am-gu
252,àm-hō,am3-ho7,àm-hō,am3-ho7,N,,,暗號,secret sign,,,2,am-ho
253,àm-hoe-koan-kek,am3-hoe-koan-kek,àm-hue-kuan-kik,am3-hue-kuan-kik,N,chiah,,黑翅山椒鳥,"black-winged cuckoo-shrike, Coracina melaschistos avensis",,,2,am-hoe-koan-kek
254,àm-hông-lián-ong-eng,am3-hong5-lian2-ong-eng,àm-hông-lián-ong-ing,am3-hong5-lian2-ong-ing,N,chiah,,棕面鶯,"Formosan yellow-bellied flycatcher warbler, Seicerus albogularis fulviacies",,,2,am-hong-lian-ong-eng
255,àm-kè,am3-ke3,àm-kè,am3-ke3,N,,,暗計,secret plot,,,2,am-ke
256,àm-kì,am3-ki3,àm-kì,am3-ki3,V,,,默記,memorize,,,2,am-ki
257,àm-kong-chiáu,am3-kong-chiau2,àm-kong-tsiáu,am3-kong-tsiau2,N,,,貓頭鷹,owl,,,2,am-kong-chiau
258,àm-kong-chiáu,am3-kong-chiau2,àm-kong-tsiáu,am3-kong-tsiau2,N/fig,,,夜貓子,person who stays up late,,,2,am-kong-chiau
259,àm-khang,am3-khang,àm-khang,am3-khang,N,,,暗溝,"dark and/or hidden tunnel, passageway, pipe, etc",,,2,am-khang
260,àm-khò,am3-kho3,àm-khò,am3-kho3,N/RC,,,晚課,"night prayers, night study",,,2,am-kho
261,àm-liām,am3-liam7,àm-liām,am3-liam7,V,,,默記,memorize,,,2,am-liam
262,àm-liām,am3-liam7,àm-liām,am3-liam7,V,,,默記,repeat from memory,,,2,am-liam
263,àm-mê/àm-mî,am3-me5/am3-mi5,àm-mê/àm-mî,am3-me5/am3-mi5,Nt,,,夜晚,at night,,,2,am-me/am-mi
264,àm-pâng,am3-pang5,àm-pâng,am3-pang5,N,,,暗房,dimly lighted bedroom,,,2,am-pang
265,àm-pn̄g,am3-png7,àm-pn̄g,am3-png7,N,,,晚餐,"dinner, supper (evening meal)",,àm-tǹg,2,am-pn̄g
266,àm-pō͘,am3-poo7,àm-pōo,am3-poo7,N,,,暗計,secret plot,,,2,am-po
267,àm-sat,am3-sat,àm-sat,am3-sat,V,,,暗殺,assassinate,,,2,am-sat
268,àm-sat,am3-sat,àm-sat,am3-sat,N,,,暗殺,assassination,,,2,am-sat
269,àm-sek,am3-sek,àm-sik,am3-sik,N,,,暗室,(photographic) darkroom,,,2,am-sek
270,àm-sî,am3-si5,àm-sî,am3-si5,Nt,,,晚上,"night time, the evening",,,2,am-si
271,àm-sī,am3-si7,àm-sī,am3-si7,V/N,,,暗示,hint,,,2,am-si
272,àm-siōng,am3-siong7,àm-siōng,am3-siong7,V,,,背誦,recite,,,2,am-siong
273,àm-siōng,am3-siong7,àm-siōng,am3-siong7,N,,,背誦,recitation,,,2,am-siong
274,àm-siūⁿ,am3-siunn7,àm-siūnn,am3-siunn7,V,,,暗想,meditate silently,,,2,am-siu
275,àm-só,am3-so2,àm-só,am3-so2,N,,,暗鎖,hidden or secret lock,,,3,am-so
276,àm-soàn,am3-soan3,àm-suàn,am3-suan3,V,,,暗算,plot in secret,,,3,am-soan
277,àm-soàn,am3-soan3,àm-suàn,am3-suan3,N,,,暗算,secret plot,,,3,am-soan
278,àm-ta,am3-ta,àm-ta,am3-ta,N,,,暗礁,submerged rock or reef,,,3,am-ta
279,àm-tǹg,am3-tng3,àm-tǹg,am3-tng3,N,,,晚飯,"dinner, supper (evening meal)",,,3,am-tng
280,àm-thàm,am3-tham3,àm-thàm,am3-tham3,N,ê,,暗探,detective,,,3,am-tham
281,àm-thâu-á,am3-thau5-a2,àm-thâu-á,am3-thau5-a2,Nt,,,傍晚,"dusk, nightfall",,,3,am-thau-a
282,ām,am7,ām,am7,SV,,,繁茂,dense and luxuriant,,,3,am
283,ām,am7,ām,am7,SV,,,豔,"glamorous, luscious (woman)",,,3,am
284,ām/ām-á-kún,am7/am7-a2-kun2,ām/ām-á-kún,am7/am7-a2-kun2,N,,,脖子,neck,,,3,am/am-a-kun
285,ām-bôe/ām-bôe-á,am7-boe5/am7-boe5-a2,ām-buê/ām-buê-á,am7-bue5/am7-bue5-a2,N,chiah,,蝌蚪,"tadpole, polliwog",,,3,am-boe/am-boe-a
286,ām-kui,am7-kui,ām-kui,am7-kui,N,,,膆囊,crop (of a bird),,,3,am-kui
287,ām-kún,am7-kun2,ām-kún,am7-kun2,N,,,脖子,neck,,,3,am-kun
288,ām-môe/ām-mûi-á,am7-moe5/am7-mui5-a2,ām-muê/ām-muî-á,am7-mue5/am7-mui5-a2,N,bóe/chiah,,蝌蚪,tadpole,,,3,am-moe/am-mui-a
289,ām-niá,am7-nia2,ām-niá,am7-nia2,N,ê,,領子,collar,,,3,am-nia
290,ām-se-á,am7-se-a2,ām-se-á,am7-se-a2,N,niá,,涎布,bib,,,3,am-se-a
291,ām-sê-tāu,am7-se5-tau7,ām-sê-tāu,am7-se5-tau7,N,châng,,頷垂豆,"Chinese apes-earring, Pithecolobium lucidum",,,3,am-se-tau
292,an,an,an,an,V,,,安置,place (an ancestral tablet) in position,,,3,an
293,an,an,an,an,N/Chem,,,氨,"ammonia, NH3",,,3,an
294,an,an,an,an,V,,,鍍,"gild, plate (with metal), overlay (usually with gold)",,,3,an
295,an-bîn,an-bin5,an-bîn,an-bin5,V,,,安眠,"sleep well, sleep peacefully",,,3,an-bin
296,an-bîn,an-bin5,an-bîn,an-bin5,N,,,安眠,pleasant sleep,,,3,an-bin
297,an-bîn,an-bin5,an-bîn,an-bin5,I,,,安眠,Good-night! (said to house guests on retiring),,,3,an-bin
298,an-bîn-io̍h,an-bin5-ioh8,an-bîn-io̍h,an-bin5-ioh8,N,lia̍p,,安眠藥,sleeping pill,,,3,an-bin-ioh
299,an-bú,an-bu2,an-bú,an-bu2,V,,,安撫,"calm (people), quieten (a crowd)",,,3,an-bu
300,an-bú,an-bu2,an-bú,an-bu2,N,,,安撫,calming or quietening (people),,,3,an-bu
301,an-chēng,an-cheng7,an-tsīng,an-tsing7,SV,,,安靜,"quiet, silent",,,3,an-cheng
302,an-chēng,an-cheng7,an-tsīng,an-tsing7,N,,,安靜,"peace, quietness",,,3,an-cheng
303,an-choân,an-choan5,an-tsuân,an-tsuan5,SV,,,安全,safe,,,3,an-choan
304,an-choân,an-choan5,an-tsuân,an-tsuan5,N,,,安全,security,,,3,an-choan
305,an-choân-bō,an-choan5-bo7,an-tsuân-bō,an-tsuan5-bo7,N,téng,,安全帽,safety helmet,,,3,an-choan-bo
306,an-choân-kám,an-choan5-kam2,an-tsuân-kám,an-tsuan5-kam2,N,,,安全感,sense of security,,,3,an-choan-kam
307,an-choân-kî,an-choan5-ki5,an-tsuân-kî,an-tsuan5-ki5,N,,,安全期,safe period for intercourse (rhythm method),,,3,an-choan-ki
308,an-choân-pín-chiam,an-choan5-pin2-chiam,an-tsuân-pín-tsiam,an-tsuan5-pin2-tsiam,N,ki,,安全別針,safety pin,,,3,an-choan-pin-chiam
309,an-choân-tòa,an-choan5-toa3,an-tsuân-tuà,an-tsuan5-tua3,N,tiâu,,安全帶,safety-belt,,,3,an-choan-toa
310,an-chòng,an-chong3,an-tsòng,an-tsong3,V,,,安葬,bury,,,3,an-chong
311,an-chòng,an-chong3,an-tsòng,an-tsong3,N,,,安葬,burial,,,3,an-chong
312,an-chhah,an-chhah,an-tshah,an-tshah,V,,,安置,"assign (to a particular class or barracks, etc)",,,3,an-chhah
313,an-e̍k,an-ek8,an-i̍k,an-ik8,SV,,,安逸,at ease (var [an-iat8] more common in Taiwan),,,3,an-ek
314,an-hioh,an-hioh,an-hioh,an-hioh,V/N,,,安息(歇),"rest, repose",,,3,an-hioh
315,An-hioh-ji̍t,An-hioh-jit8,An-hioh-ji̍t,An-hioh-jit8,Nt/Bib,,,安息日,Sabbath Day,,,3,An-hioh-jit
316,An-hioh-nî,An-hioh-ni5,An-hioh-nî,An-hioh-ni5,Nt/Bib,,,安息年,Jubilee Year,,,3,An-hioh-ni
317,an-hūn,an-hun7,an-hūn,an-hun7,VO,,,安份,be content with one's lot,,,3,an-hun
318,an-iâⁿ,an-iann5,an-iânn,an-iann5,VO,,,紮營,encamp,,,3,an-ia
319,an-ia̍t,an-iat8,an-ia̍t,an-iat8,SV,,,安逸,"at ease, prosperous",,,3,an-iat
320,an-jiân,an-jian5,an-jiân,an-jian5,Pmod,,,安然,peacefully,,,3,an-jian
321,an-ka-hùi,an-ka-hui3,an-ka-huì,an-ka-hui3,N,,,安家費,military family allowance,,,3,an-ka-hui
322,an-ki-sng,an-ki-sng,an-ki-sng,an-ki-sng,N/Biol,,,胺基酸,amino-acid,,,3,an-ki-sng
323,an-ku,an-ku,an-ku,an-ku,V,,,安居,dwell in peace,,,3,an-ku
324,an-khong,an-khong,an-khong,an-khong,N/Ich,bé,,鮟鱇,"fishing frog, Lophiomus setigerus",,,3,an-khong
325,an-lêng,an-leng5,an-lîng,an-ling5,SV,,,安寧,"quiet, peaceful",,,3,an-leng
326,an-lêng,an-leng5,an-lîng,an-ling5,N,,,安寧,"quiet, peace",,,3,an-leng
327,An-lêng Mî-sat,An-leng5 Mi5-sat,An-lîng Mî-sat,An-ling5 Mi5-sat,N/RC,,,安靈彌撒,Requiem Mass,,,3,An-leng Mi-sat
328,an-lo̍k,an-lok8,an-lo̍k,an-lok8,SV,,,安樂,"comfortable, peaceful",,,3,an-lok
329,an-pâi,an-pai5,an-pâi,an-pai5,V,,,安排,"arrange, dispose",,,3,an-pai
330,an-pâi,an-pai5,an-pâi,an-pai5,N,,,安排,"arrangement, disposal",,,3,an-pai
331,an-pêng-hî,an-peng5-hi5,an-pîng-hî,an-ping5-hi5,N,bé,,蝨目魚,"milk-fish, white mullet, Chanos chanos",,,3,an-peng-hi
332,an-sek-nî,an-sek-ni5,an-sik-nî,an-sik-ni5,N/RC,,,安息年,"seventh year, year of rest",,,3,an-sek-ni
333,an-sek-nî,an-sek-ni5,an-sik-nî,an-sik-ni5,N/RC,,,安息年,year of Jubilee,,,3,an-sek-ni
334,an-siat,an-siat,an-siat,an-siat,V,,,安設,set up,,,3,an-siat
335,an-sim,an-sim,an-sim,an-sim,SV,,,安心,"tranquil in spirit, peaceful, relaxed",,,3,an-sim
336,an-sin,an-sin,an-sin,an-sin,VO,,,生活安定,live in peace,,,3,an-sin
337,an-sîn,an-sin5,an-sîn,an-sin5,VO,,,鎮定,"rest the mind or spirit, relax",,,3,an-sin
338,an-sîn-io̍h,an-sin5-ioh8,an-sîn-io̍h,an-sin5-ioh8,N,,,鎮定劑,"narcotic, tranquillizer",,,3,an-sin-ioh
339,an-tah,an-tah,an-tah,an-tah,V,,,安排,arrange,,,3,an-tah
340,an-tah,an-tah,an-tah,an-tah,N,,,安排,arranging,,,3,an-tah
341,An-tek-lia̍t,An-tek-liat8,An-tik-lia̍t,An-tik-liat8,Np/Bib,,,安德烈,Andrew,,,3,An-tek-liat
342,an-tēng,an-teng7,an-tīng,an-ting7,V,,,安定,"secure, stabilize",,,3,an-teng
343,an-tēng,an-teng7,an-tīng,an-ting7,SV,,,安定,"secure, stable",,,3,an-teng
344,an-tēng,an-teng7,an-tīng,an-ting7,N,,,安定,"security, stability",,,3,an-teng
345,an-tì,an-ti3,an-tì,an-ti3,V,,,安置,"set in place or position, collocate, install, set (a person's remains) in state",,,3,an-ti
346,an-tiāⁿ,an-tiann7,an-tiānn,an-tiann7,V,,,安定,"secure, stabilize",,,3,an-tia
347,an-tiāⁿ,an-tiann7,an-tiānn,an-tiann7,SV,,,安定,"secure, stable",,,3,an-tia
348,an-tiāⁿ,an-tiann7,an-tiānn,an-tiann7,N,,,安定,"security, stability",,,3,an-tia
349,an-thai,an-thai,an-thai,an-thai,VO,,,安胎,prevent abortion (by magic or medicine),,,3,an-thai
350,an-ùi,an-ui3,an-uì,an-ui3,V,,,安慰,"comfort, console",,,3,an-ui
351,an-ùi,an-ui3,an-uì,an-ui3,N,,,安慰,"comfort, consolation",,,3,an-ui
352,An-ùi-chiá,An-ui3-chia2,An-uì-tsiá,An-ui3-tsia2,N/Bib/RC,,,安慰者,The Paraclete (John 14:16),,Pó-hūi-su,3,An-ui-chia
353,an-ún,an-un2,an-ún,an-un2,SV,,,安穩,"safe, secure",,,3,an-un
354,án-chím,an2-chim2,án-tsím,an2-tsim2,Na,,,嬸母,aunt (father's younger brother's wife),,a-chím,3,an-chim
355,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,Pmod,,,這樣,"thus, in this manner",,,3,an-ni/an-ne/an-nih
356,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,Cd,,,這樣,"then, in that case",,,3,an-ni/an-ne/an-nih
357,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,án-ni/án-ne/án-nih,an2-ni/an2-ne/an2-nih,Clsub,,,這樣,"thus, so",,,3,an-ni/an-ne/an-nih
358,án-ni-siⁿ,an2-ni-sinn,án-ni-sinn,an2-ni-sinn,Cd,,,這樣子,"then, in that case",,,3,an-ni-si
359,án-niá,an2-nia2,án-niá,an2-nia2,Na,,,媽媽,mama,,,3,an-nia
360,án-niâ,an2-nia5,án-niâ,an2-nia5,Na,,,娘,mama,,,3,an-nia
361,án-pâ,an2-pa5,án-pâ,an2-pa5,Na,,,爹,daddy,,,3,an-pa
362,án-pē,an2-pe7,án-pē,an2-pe7,Na,,,爹,daddy,,,3,an-pe
363,án-sun,an2-sun,án-sun,an2-sun,Na,,,孫子,grandson,,,3,an-sun
364,án-tia,an2-tia,án-tia,an2-tia,Na,,,爹,daddy,,,3,an-tia
365,àn,an3,àn,an3,V,,,按,"plan to use (money, persons, etc)",,,3,an
366,àn,an3,àn,an3,CV,,,按,according to,,,3,an
367,àn,an3,àn,an3,CV,,,按,"by (a road, direction, etc)",,,3,an
368,àn,an3,àn,an3,N,tiâu,,案,a judicial case,,,3,an
369,àn-chái-iūⁿ,an3-chai2-iunn7,àn-tsái-iūnn,an3-tsai2-iunn7,Pmod,,,如何,how? in what way?,,,3,an-chai-iu
370,àn-chêng,an3-cheng5,àn-tsîng,an3-tsing5,N,,,案情,circumstances of a lawsuit,,,3,an-cheng
371,àn-chiàu,an3-chiau3,àn-tsiàu,an3-tsiau3,CV,,,按照,according to,,,3,an-chiau
372,àn-chóaⁿ,an3-choann2,àn-tsuánn,an3-tsuann2,Pmod,,,怎樣,"how? (manner, means)",,,3,an-choa
373,àn-chóaⁿ,an3-choann2,àn-tsuánn,an3-tsuann2,Smod,,,為什麼,why? how come? (reason),,,3,an-choa
374,àn-chóaⁿ,an3-choann2,àn-tsuánn,an3-tsuann2,SV,,,怎麼樣,to what degree? how much? (extent),,,3,an-choa
375,àn-chóaⁿ,an3-choann2,àn-tsuánn,an3-tsuann2,Vsub,,,怎麼辦,"""do"" <[I na7 bo5 lai5, li2 beh an3-choann2]: If he doesn't come, what will you do?>",,,3,an-choa
376,àn-chóaⁿ,an3-choann2,àn-tsuánn,an3-tsuann2,Clsub,,,怎麼樣,"<[Goa2 khoann3, i boe7 hiau2, Li2 siunn7, an3-choann2]: I don't think he can. What do you think?>",,,3,an-choa
377,àn-chhat-si,an3-chhat-si,àn-tshat-si,an3-tshat-si,N,ê,,按察使,provincial judge (arch),,,3,an-chhat-si
378,àn-chhiú,an3-chhiu2,àn-tshiú,an3-tshiu2,VO/Xtn,,,按手,"lay hands on, ordain",,,3,an-chhiu
379,àn-hā,an3-ha7,àn-hā,an3-ha7,V,,,擺下,set aside (for later consideration),,,3,an-ha
380,àn-kiāⁿ,an3-kiann7,àn-kiānn,an3-kiann7,N,hāng,,案件,law case,,,3,an-kia
381,àn-li̍p,an3-lip8,àn-li̍p,an3-lip8,V,,,任命(聖職),ordain,,,3,an-lip
382,àn-mô͘,an3-moo5,àn-môo,an3-moo5,V,,,按摩,massage,,,3,an-mo
383,àn-mô͘-su,an3-moo5-su,àn-môo-su,an3-moo5-su,N,ê,,按摩師,"masseur, masseuse",,,3,an-mo-su
384,àn-mô͘-su̍t,an3-moo5-sut8,àn-môo-su̍t,an3-moo5-sut8,N,,,按摩術,massage,,,3,an-mo-sut
385,àn-nāi,an3-nai7,àn-nāi,an3-nai7,V,,,招待,"guide, accompany, entertain (a guest)",,,3,an-nai
386,àn-sǹg,an3-sng3,àn-sǹg,an3-sng3,V,,,打算,"calculate, reckon; plan, purpose",,,3,an-sng
387,ân,an5,ân,an5,SV,,ân-ân/ân-ân-ân/ân-tok-tok/ân-tòng-tòng,緊,"firm, fixed, tight",,,3,an
388,ân-tan,an5-tan,ân-tan,an5-tan,SV,,,週轉不靈,hard up for cash,,,3,an-tan
389,ān,an7,ān,an7,V,,,限,promise (to meet obligations by a certain date),,,3,an
390,ān-kî,an7-ki5,ān-kî,an7-ki5,VO,,,限期,set a deadline date,,,3,an-ki
391,ān-kî,an7-ki5,ān-kî,an7-ki5,N,,,限期,"limiting date, deadline",,,3,an-ki
392,ang,ang,ang,ang,N,ê,,丈夫,husband,,,3,ang
393,ang-á,ang-a2,ang-á,ang-a2,N,sian,,娃娃/玩具,"a doll, toy, figure",,,3,ang-a
394,ang-á,ang-a2,ang-á,ang-a2,N,tiuⁿ,,圖畫,picture,,,3,ang-a
395,ang-á-bó͘,ang-a2-boo2,ang-á-bóo,ang-a2-boo2,N,,,夫妻,husband and wife,,,3,ang-a-bo
396,ang-á-chheh,ang-a2-chheh,ang-á-tsheh,ang-a2-tsheh,N,pún,,圖畫書,"picture book, picture story book",,,3,ang-a-chheh
397,ang-á-mi̍h,ang-a2-mih8,ang-á-mi̍h,ang-a2-mih8,N,,,玩具,toys,,,3,ang-a-mih
398,ang-á-tô͘,ang-a2-too5,ang-á-tôo,ang-a2-too5,N,pak/kńg,,圖畫,large picture used for illustrative purposes,,,3,ang-a-to
399,ang-á-thâu,ang-a2-thau5,ang-á-thâu,ang-a2-thau5,N,tiuⁿ,,郵票,postage stamp,,,3,ang-a-thau
400,ang-á-thâu,ang-a2-thau5,ang-á-thâu,ang-a2-thau5,N,ê,,少女的臉,(girl's) face,,,3,ang-a-thau
401,ang-á-thâu,ang-a2-thau5,ang-á-thâu,ang-a2-thau5,N,ê,,木偶的臉,head of puppet,,,3,ang-a-thau
402,ang-bó͘,ang-boo2,ang-bóo,ang-boo2,N,,,夫婦,husband and wife,,,3,ang-bo
403,ang-sài,ang-sai3,ang-sài,ang-sai3,N,ê,,丈夫,husband,,,3,ang-sai
404,áng-láng,ang2-lang2,áng-láng,ang2-lang2,SV,,,乖戾,"obstinate, ill-tempered, grumpy",,,3,ang-lang
405,àng,ang3,àng,ang3,N,ê/lia̍p,,甕,jar,,,3,ang
406,àng,ang3,àng,ang3,SV,,àng-àng/àng-àng-àng,聽不清,"plugged (ears, i. e. eustachian tube), stuffy (nose)",,,3,ang
407,àng,ang3,àng,ang3,SV,,àng-àng/àng-àng-àng,聽不清,unclear (sound),,,3,ang
408,àng-chhài,ang3-chhai3,àng-tshài,ang3-tshai3,N/Bot,châng,,甕菜,"a green vegetable of the morning-glory family, Ipomoea reptans",,,3,ang-chhai
409,âng,ang5,âng,ang5,SV,,âng-âng/âng-âng-âng/âng-chu-chu/âng-kì-kì/âng-kòng-kòng/âng-phà-phà,紅,"red, rosy, blushing",,,3,ang
410,âng-bah-chhêng,ang5-bah-chheng5,âng-bah-tshîng,ang5-bah-tshing5,N,châng,,雀榕,"large-leaved banyan, Ficus wrightiana",,,3,ang-bah-chheng
411,âng-bah-kî-hî,ang5-bah-ki5-hi5,âng-bah-kî-hî,ang5-bah-ki5-hi5,N/Ich,bé,,紅肉旗魚,either of two spear-fish of the genus Kajikia,,,3,ang-bah-ki-hi
412,âng-bah-siang-kè,ang5-bah-siang-ke3,âng-bah-siang-kè,ang5-bah-siang-ke3,N,bé,,丫髻鮫,"hammerhead shark, Sphyrna oewini",,,3,ang-bah-siang-ke
413,âng-bah-teng-pán,ang5-bah-teng-pan2,âng-bah-ting-pán,ang5-bah-ting-pan2,N,bé,,紅肉旗魚,"barred marlin, marlin spike fish, spear-fish, Kajikia mitsukurii",,,3,ang-bah-teng-pan
414,âng-bah-tō͘,ang5-bah-too7,âng-bah-tōo,ang5-bah-too7,N,châng,,菱果石樺,"Luanta tanoak, Pasania randarandiensis",,,3,ang-bah-to
415,âng-bah-tō͘,ang5-bah-too7,âng-bah-tōo,ang5-bah-too7,N,châng,,菱果石樺,"Three-cupule oak, Alishan tanoak, Pasania ternaticupula",,,3,ang-bah-to
416,âng-ba̍k-khong,ang5-bak8-khong,âng-ba̍k-khong,ang5-bak8-khong,N,bé,,曳絲大眼鯛,"big-eye snapper, Priacanthus tayenus",,,3,ang-bak-khong
417,âng-ba̍k-liân,ang5-bak8-lian5,âng-ba̍k-liân,ang5-bak8-lian5,N,bé,,大眼鯛,"a kind of big-eyed fish, Priacanthus macracanthus",,,4,ang-bak-lian
418,âng-ba̍k-liân,ang5-bak8-lian5,âng-ba̍k-liân,ang5-bak8-lian5,N,bé,,曵絲大眼鯛,"big-eye snapper, Priacanthus tayenus",,,4,ang-bak-lian
419,âng-ba̍k-liân,ang5-bak8-lian5,âng-ba̍k-liân,ang5-bak8-lian5,N,bé,,紅目大眼鯛,Priacanthus boops,,,4,ang-bak-lian
420,âng-ba̍k-lô͘,ang5-bak8-loo5,âng-ba̍k-lôo,ang5-bak8-loo5,N/Ich,bé,,紅眼鱸,"either of two sea-bass, Lates calcariger or Psammoperca waigiensis",,,4,ang-bak-lo
421,âng-ba̍k-tāi,ang5-bak8-tai7,âng-ba̍k-tāi,ang5-bak8-tai7,N/Ich,bé,,紅眼魚代,"carp, Puntus semifasciolata or Puntus snyderi",,,4,ang-bak-tai
422,âng-bé-á-chháu,ang5-be2-a2-chhau2,âng-bé-á-tsháu,ang5-be2-a2-tshau2,N,châng,,紅尾仔草,Euphorbia thymifolia,,,4,ang-be-a-chhau
423,âng-bé-chiáu,ang5-be2-chiau2,âng-bé-tsiáu,ang5-be2-tsiau2,N,chiah,,朱連雀,"Japanese waxwing, Bombycilla jsponica",,,4,ang-be-chiau
424,âng-bé-ia̍h-hoe,ang5-be2-iah8-hoe,âng-bé-ia̍h-hue,ang5-be2-iah8-hue,N,châng,,紅尾蝶花,"red iris, Belamcanda chinensis",,,4,ang-be-iah-hoe
